Dataset,Algorithm,Fitness_Mean,Fitness_Std,KNN_Acc_Mean,RF_Acc_Mean,RF_Acc_Std,Selected_Mean,Selected_Std,Time_Mean
Ionosphere,BWSO,0.08002848686644469,0.022206234187477455,0.9229559748427673,0.9277222222222222,0.010297602991087552,12.766666666666667,3.4898264840660613,3.0994143803914387
Ionosphere,BEHO,0.07201017388087311,0.02038491172031287,0.930817610062893,0.925272486772487,0.009491406148898658,11.966666666666667,2.243261514452165,4.450761294364929
Ionosphere,BCMAES,0.04759988901220866,0.017993146552470494,0.9540880503144655,0.9240211640211641,0.009988851880649937,7.3,1.5524174696260022,2.368215250968933
Sonar,AMPA_FS,0.06633333333333336,0.02669324922230038,0.935978835978836,0.8154126984126984,0.023266906850644593,24.066666666666666,3.6233808644536514,4.360553924242655
Sonar,BMPA,0.06740873015873018,0.02403151990048984,0.935978835978836,0.8125396825396825,0.018448139126714072,24.166666666666668,3.697596817153301,4.294920285542806
Sonar,BPSO,0.06289444444444446,0.02194883995417154,0.9407407407407408,0.8060317460317459,0.021213589439817552,25.366666666666667,3.4591264150874217,6.828440999984741
Sonar,BGA,0.04792380952380956,0.022681849656826382,0.955026455026455,0.8097619047619048,0.018217008822274828,20.4,4.17612260356422,2.3207285006841025
Sonar,BGWO,0.08916111111111115,0.024908118141126714,0.9148148148148149,0.8158253968253967,0.022866956667450075,28.966666666666665,3.9537605165490515,7.4492427428563435
Sonar,BWOA,0.08979761904761908,0.02793284636222546,0.9137566137566139,0.8119920634920634,0.025747442125658025,26.5,2.8722813232690143,6.82686706384023
Sonar,BSSA,0.09192460317460319,0.026802913055750565,0.9121693121693123,0.8166587301587299,0.02444620819239952,29.833333333333332,3.847798793538398,6.884047977129618
Sonar,BHHO,0.09331269841269843,0.0258542675279713,0.9105820105820107,0.8160079365079365,0.01743248322538634,28.733333333333334,3.5490217744549772,6.862837886810302
Sonar,BSCA,0.0912952380952381,0.025922095770418783,0.9126984126984128,0.8158968253968253,0.020968039182779365,29.2,3.824482535803591,6.820164275169373
Sonar,BGOA,0.09726111111111112,0.02583638961025164,0.9074074074074076,0.8144761904761906,0.021467988438342644,33.56666666666667,4.088058490557862,7.467897605895996
Sonar,BWSO,0.0915746031746032,0.03138228839156504,0.9121693121693123,0.807809523809524,0.025931577507319906,27.733333333333334,3.7410634257595197,4.221285581588745
Sonar,BEHO,0.07526984126984129,0.018803352748326015,0.9285714285714286,0.8091428571428572,0.024683453257221454,27.333333333333332,2.8087165910587863,4.32671598593394
Sonar,BCMAES,0.025901587301587314,0.017658568645596305,0.9772486772486774,0.812015873015873,0.024565593417309732,20.266666666666666,3.36584148303049,3.9192511796951295
Dermatology,AMPA_FS,0.008462418300653612,0.004496721635589929,0.9956790123456789,0.9622671957671959,0.012688731152764069,15.266666666666667,2.9657301892713632,5.475575049718221
Dermatology,BMPA,0.008452614379084981,0.005289587194506053,0.9959876543209876,0.9605899470899472,0.011059701234916603,15.233333333333333,3.1377628265303223,5.260610596338908
Dermatology,BPSO,0.006156862745098044,0.004414733931828471,0.9981481481481481,0.9639576719576719,0.01175665780855549,14.7,2.3544284515213736,8.990705537796021
Dermatology,BGA,0.007460784313725504,0.005059152849391405,0.9962962962962962,0.9607804232804233,0.012359550817188944,12.9,2.4269322199023198,1.3053533792495728
Dermatology,BGWO,0.00805555555555557,0.004406666141247108,0.9969135802469135,0.9669391534391535,0.01042599976613414,17.0,2.1134489978863145,9.302309290568035
Dermatology,BWOA,0.008635620915032692,0.005194445472432354,0.9966049382716048,0.9653306878306879,0.012971972088034571,17.933333333333334,2.756003547812585,9.08662302494049
Dermatology,BSSA,0.010104575163398698,0.006234280929178387,0.9950617283950616,0.9659232804232806,0.012185533529609991,17.733333333333334,2.0965580258021848,9.09469321568807
Dermatology,BHHO,0.009975490196078442,0.005558136895495733,0.9953703703703702,0.9680502645502644,0.011328535646086909,18.333333333333332,2.760837232113154,9.030817604064941
Dermatology,BSCA,0.009906862745098055,0.005901010036769662,0.9953703703703702,0.9661957671957673,0.007799584302969224,18.1,2.8325489110222497,9.004593054453531
Dermatology,BGOA,0.009905228758169949,0.005249447426009718,0.9956790123456789,0.9678809523809524,0.013427376052215202,19.133333333333333,1.8571184369578826,9.633320641517638
Dermatology,BWSO,0.011957516339869285,0.007016564377167399,0.9932098765432098,0.9605211640211642,0.014496775420018575,17.8,2.914332399252586,3.1563359022140505
Dermatology,BEHO,0.007111111111111122,0.004086697672735454,0.9975308641975308,0.9637724867724871,0.009596213606661222,15.866666666666667,2.2469732728470286,4.659525855382284
Dermatology,BCMAES,0.005746732026143801,0.0038352569295059353,0.9978395061728395,0.9620132275132275,0.012839469258091776,12.266666666666667,2.9089898972361903,2.584870394070943
Vehicle,AMPA_FS,0.23973009623797029,0.014554257550851884,0.7623359580052493,0.7417521008403362,0.01454093270239413,9.4,1.3316656236958786,9.636962898572285
Vehicle,BMPA,0.23833858267716537,0.012429678917071441,0.7643044619422573,0.7412110177404293,0.013649329338591443,9.0,1.4832396974191326,9.243997613588968
Vehicle,BPSO,0.22931787693205014,0.01352870965228431,0.7736220472440946,0.7386727357609711,0.014035976718946302,9.366666666666667,1.8345450541089348,15.387119340896607
Vehicle,BGA,0.237836832895888,0.018858457155147248,0.7650918635170605,0.7408039215686274,0.011885290056795745,9.5,1.7841898254763513,1.0868094921112061
Vehicle,BGWO,0.23998935549722955,0.013499432316655085,0.7631233595800524,0.7398711484593837,0.013023862866182916,9.866666666666667,1.2310790208412927,5.86051295598348
Vehicle,BWOA,0.24229090113735785,0.011421830824320649,0.7607611548556431,0.7402843137254901,0.011761451992106358,9.8,1.833030277982336,5.933725738525391
Vehicle,BSSA,0.2407500729075532,0.014891136837744956,0.7624671916010499,0.7407259570494864,0.014054979292161436,10.066666666666666,1.7876116903722563,6.020645093917847
Vehicle,BHHO,0.24151079031787695,0.01197464761862618,0.7618110236220473,0.7419458450046685,0.01103432415218419,10.266666666666667,1.6519348924485155,5.942034157117208
Vehicle,BSCA,0.2411595217264509,0.01264872360134041,0.7615485564304462,0.742514939309057,0.011288843057973152,9.166666666666666,1.1571036638473187,5.901131884256999
Vehicle,BGOA,0.24219685039370084,0.012593579325078966,0.7614173228346457,0.741562558356676,0.011518734798911277,10.8,1.973153144926499,6.548058215777079
Vehicle,BWSO,0.252851560221639,0.017054492401803217,0.7501312335958005,0.7402647058823529,0.011471306648319034,9.866666666666667,2.0773915267843845,1.1324669520060222
Vehicle,BEHO,0.23865281423155438,0.012283132193479691,0.7645669291338583,0.7436774042950515,0.012175417670319114,10.033333333333333,1.6428295373802142,4.00090069770813
Vehicle,BCMAES,0.23241688538932634,0.01347200238216909,0.7707349081364829,0.7393940242763772,0.012190737147867793,9.8,1.5577761927397233,1.412306308746338
Parkinsons,AMPA_FS,0.019885721623009747,0.013713641278898254,0.9819209039548021,0.908824561403509,0.01757016449010353,7.066666666666666,1.2631530214330946,2.431129733721415
Parkinsons,BMPA,0.0196900359527478,0.013348121366574582,0.9836158192090394,0.9090614035087718,0.016515568543317503,7.633333333333334,2.040969268645551,2.3674450874328614
Parkinsons,BPSO,0.016181304571135067,0.012704619082478894,0.9864406779661016,0.9109122807017543,0.021752801300518113,6.066666666666666,1.5260697523012796,4.124646631876628
Parkinsons,BGA,0.02423908577298407,0.016197117946398044,0.9785310734463276,0.9143157894736842,0.014462132551310373,6.566666666666666,1.6669999666733317,0.38037938276926675
Parkinsons,BGWO,0.023545968156137635,0.015129549589442633,0.9802259887005648,0.912640350877193,0.016485322290786034,8.733333333333333,1.3888444437333105,4.393256187438965
Parkinsons,BWOA,0.02422650231124806,0.01572556909499215,0.9796610169491526,0.9084473684210527,0.015001746589603782,9.0,2.0330600909302543,4.16141095161438
Parkinsons,BSSA,0.02664560862865946,0.014694127637509246,0.9774011299435028,0.9091315789473683,0.019488987585790936,9.4,2.3607908279501033,4.165513435999553
Parkinsons,BHHO,0.023350282485875694,0.01410069037737505,0.9807909604519774,0.9143859649122806,0.017516953051207724,9.533333333333333,1.521694961401777,4.152866848309835
Parkinsons,BSCA,0.022472778633795577,0.014280874640213555,0.9813559322033896,0.9029473684210528,0.01880764760662328,8.833333333333334,1.984663419547226,4.1161646525065105
